Review;Product quality;Price;Service Quality;Delivery quality
"good
";-;-;-;-
"superb delivery. awesome sound. great noise reduction.. no volume adjustment. no left or right indication on earphones.
";Positive;-;-;-
"super duper ear phone, sound quality is very good.
";Positive;-;-;-
"product is good but amazon service is bad
";Positive;-;-;-
"the sound quality is great, delivered on time, i am really impressed by this product
";Positive;-;-;-
"super good ...must buy
";-;-;-;-
"nothing to dislike.
";-;-;-;-
"by far the best in ear headphones in this price range. well done sennheiser
";-;-;-;-
"effects are unbeleivable , once you get used with this ear phone , you won't like to use any other ear phone at this range !! and it's original thanks to amazon :p
";-;-;-;-
"incredibly superb every headphone deserve an eqwe have to select it
";-;-;-;-
"wonderful quality..love the pouch bag. durable too. in working condition after 6 months without too much care. excellent!
";Positive;-;-;Neutral
"osm ... sound clarity sexy ...worth for money
";-;-;-;-
"good
";-;-;-;-
"good
";-;-;-;-
"a great pair of earphones with amazing sound quality. the microphone is also good as crystal clear sound reaches other end. the buds have noise cancelling feature.
";Positive;-;-;-
"good sound and big loud.
";Positive;-;-;-
"sound quality awesome
";-;-;-;-
"very good product.. using it from last two years..
";Positive;-;-;-
"awesome product. bass is very good . mice is also working vey godd. overall its very good. ordered it yesterday and got today. thnx amazon.
";Positive;-;-;-
"great earphone for the budget
";Positive;-;-;-
"nice product with great sound
";Positive;-;-;-
"nice product
";Positive;-;-;-
"liked the headphones.
";-;-;-;-
"flawless
";-;-;-;-
"never heard this kinda music...so properly balanced!!!i have audio technica, jbl, moto n samsung earphones...but this one right here dominates all !!!i am lovin it... :-)
";-;-;-;-
"excellant sound ...i am loving it...
";Neutral;-;-;-
"if you want best earphones at medium cost with huge time of warranty and great quality go to this without any hesitation
";Positive;-;-;Positive
"best in price
";-;-;-;-
"sound quality
";-;-;-;-
"must buy if your budget is 1.5k
";-;-;-;-
"not for basss enthusiast.... but for quality audio users its a gem...really great quality n fit..
";Positive;-;-;-
"great
";-;-;-;-
"bass is good but a little bit less as compared to sony xb50 which is in the same price range
";-;-;-;-
"gifted to my son. he just loved it. amazing product
";Positive;-;-;-
"beautiful sound. just love it.
";Positive;-;-;-
"it is good
";-;-;-;-
"good sounds effectquality is super
";-;-;-;-
"very nice ??
";-;-;-;-
"no need to write comment on this....brand name is enough.......
";-;-;-;-
"awesome
";-;-;-;-
"very nice product, only the cable is very thin.
";Positive;-;-;-
"won't regret it
";-;-;-;-
"extra 3.5 jack pin is not working properly
";-;-;-;-
"sound quality is good as compared to my previous earphone(jbl). the bass is also good. overall, given the budget it's worth the investment.
";Positive;-;-;-
"very nice product
";Positive;-;-;-
"great product, sounds amazing must buy and in time delivery by amazon too. must buy ??
";Positive;-;-;-
"headphones worth the price.!
";-;-;-;-
"good sound and material used
";Positive;-;-;-
"obviously i like the product
";-;-;-;-
"good decent product.
";Neutral;-;-;-
"very balanced output.bass on point.worth every penny.
";-;-;-;-
"awesome output.
";-;-;-;-
"one of the better sounding piece @ this price
";-;-;-;-
"it's awesome
";-;-;-;-
"good product
";Positive;-;-;-
"good qaulity
";-;-;-;-
"awesome
";-;-;-;-
"nice sound and soothing fitment in ear
";Positive;-;-;-
"brought this product and totaly into the music ..super clear and bright product in set of earphones. recommend to go for it in2000 worh the price
";Positive;-;-;-
"good quality
";Positive;-;-;-
"nearly using more than 5months... no issues.. still feel like day 1
";-;-;-;-
"just awesome
";-;-;-;-
"over all good product.
";Positive;-;-;-
"nice
";-;-;-;-
"good
";-;-;-;-
"good
";-;-;-;-
"good
";-;-;-;-
"terrific sound quality!! good base!! clear noise cancellation!! worth of money!!the doom of the headphone is quite sensitive, have to definitely handle with lot of care!!addicted to cx 275
";Neutral;-;-;-
"buy it man
";-;-;-;-
"awesome headset, really that money is not worst, mic and sound both are good.
";-;-;-;-
"this are just awesome......i have watched few movies and listened songs and my experience was awesome . great product by sennheiser and fast delivery by amazon...
";Positive;-;-;Neutral
"a good product to go for.
";Positive;-;-;-
"the noise cancellation is amazing.if you want to hear music without disturbance,try this.
";-;-;-;-
"good sound quality. plus we get a cover for keeping it.
";Neutral;-;-;-
"clear sound, noise cancelation ation part of mike is a bonus.
";Positive;-;-;-
"best sound for audiophiles
";Positive;-;-;-
"good product, using it from quite long time and its working perfectly so far.
";Positive;-;-;Neutral
"very good value for money. great noise cancellation quality... really impressive sound and quality of build. sennheiser has a winner here.
";Positive;Positive;-;-
"its very nice for all types of music....super bass abd trbl with exclnt clrty...
";-;-;-;-
"best headphones under this price tag
";-;-;-;-
"very nice earphone. delivers sound as promised.
";Positive;-;-;-
"good sound quality
";Positive;-;-;-
"all over good..
";-;-;-;-
"awesome earphone
";Positive;-;-;-
"good sound quality.
";Positive;-;-;-
"very nice bass and sound quality.
";Positive;-;-;-
"sound quality is awsome
";Neutral;-;-;-
"sounds great with this preety good headset
";-;-;-;-
"this is a killer headset. just awesome for its price.
";-;-;-;-
"excellent...superb clarity with good bass...overall awesome with 2 yr warranty
";-;-;-;-
"it's just awesome. specifically base is too good. worth to buy this.
";-;-;-;-
"good
";-;-;-;-
"superb quality sound n noise cancellation... loving it...
";Positive;-;-;-
"made in germany...for song lovers
";-;-;-;-
"good
";-;-;-;-
"so far so good.
";-;-;-;-
"have been using for more than a year even with rough usage working fine....
";-;-;-;-
"gud
";-;-;-;-
"good product, only if the supplied ear plugs fit in the ear canal snugly.
";Positive;-;-;-
"overall good for an in-ear headphone. good bass and balance for a long time listening.
";-;-;-;Neutral
"wires are so fragile.. needs care
";-;-;-;-
"sound quality very good but physically not up to the mark refrence to price
";-;-;-;-
"for android one users this headphones could be little disappointed, normal sound and normal base quality . good design and material quality...and it works awesome with moto g2 and note 2 (loud and clear base)...
";Positive;-;-;-
"exclnt
";-;-;-;-
"simply it's very nice and good product
";-;-;-;-
"buy these they are great
";-;-;-;-
"good product
";Positive;-;-;-
"awesome stereo quality.
";Positive;-;-;-
"not bad
";-;-;-;-
"excellent product
";Positive;-;-;-
"quality bit pblm.. bt amazing sound
";Positive;-;-;-
"great
";-;-;-;-
"everything is good awesome
";-;-;-;-
"overall nice product......
";Positive;-;-;-
"no one can beat sennheiser
";-;-;-;-
"good product! must use
";Positive;-;-;-
"good sound quality
";Positive;-;-;-
"awesome product...
";Positive;-;-;-
"good sound quality
";Positive;-;-;-
"material and sound quality is ok
";-;-;-;-
"a good one product. just go for it
";Positive;-;-;-
"its just great. i was using senheiser cx180 but this one has a lot of detail...just go for it. best in class.
";-;-;-;-
"best earphone
";Positive;-;-;-
"awesome headphone. perfect sound..best in this price range.
";Positive;-;-;-
"durability is acceptable
";-;-;-;-
"vere nice
";-;-;-;-
"excellent !!!! it is simply amazing, sound quality and bass are simply awesome
";Neutral;-;-;-
"great sound,absolutely clear beats , loving it !!
";Positive;-;-;-
"good product, a bit costly in comaprison to performance
";Negative;-;-;-
"awesome product ..must ho for it...only problem with delivery ...they delivered the product but no one intimated me for this ..not even a sms
";Positive;-;-;-
"sound and beats crystal clear
";-;-;-;-
"great earphones, come with a case pouch
";-;-;-;-
"if u have enough money buy this product.
";-;-;-;-
"nice quality.. works fine.
";Positive;-;-;-
"tends to sound flat on native music players. good with some added equalizer settings.
";-;-;-;-
"very good quality and performance.
";Positive;-;-;-
"best in this range.
";-;-;-;-
"good!
";-;-;-;-
"good product. good packaging well managed. delivered on time. bass and treble is good ans it is worth every penny. senheisser cx-275 s rocks!!! kudos amazon!!
";Positive;-;-;-
"nice ?? good bass efect i really enjoy that, worthable headset
";-;-;-;-
"just loved it...??
";-;-;-;-
"awesome earphone...tq amazon...
";Positive;-;-;-
"veru good product worth of money..
";Positive;-;-;-
"great headphones...worth it...
";-;-;-;-
"super in quality
";-;-;-;-
"earphone is to handy to use.
";-;-;-;-
"osum
";-;-;-;-
"the best earphones for this price
";-;-;-;-
"excellent product..if you are a music lover...go for it
";Positive;-;-;-
"""material quality"" is not good
";Neutral;-;-;-
"best for this price range
";-;-;-;-
"was up to the expectation
";-;-;-;-
"awesome product!loved it!
";-;-;-;-
"excellent go for it....??
";-;-;-;-
"nice product, i liked it.
";Positive;-;-;-
"decent pair of headphones
";-;-;-;-
"awesome earphones
";-;-;-;-
"value and quality
";-;-;-;-
"very good product
";Positive;-;-;-
"the best earphone
";-;-;-;-
"sound is awesome
";Positive;-;-;-
"good product
";Positive;-;-;-
"wrth d money invested. premium quality sound wid clear bass.
";-;-;-;-
"sound was good and listenable
";Positive;-;-;-
"best ear-phones!
";-;-;-;-
"best bois in dem sound industry
";-;-;-;-
"awesome worthfull and 2year waraanty and base is excellent very good quality
";Positive;-;-;-
"very good product n sounds amazing
";Positive;-;-;-
"good product
";Positive;-;-;-
"simply awesome........love it...... every thing is perfectsound ,looks , noise cancellation...and most important at the time of listening u will be in other duniya....
";-;-;-;-
"great sound and specially mic makes receiving call easy.
";Positive;-;-;-
"very nice
";-;-;-;-
"excelent product.great sound quality
";-;-;-;-
"awesome sound quality. wire is long, sturdy. enjoying it.
";Neutral;-;-;-
"awsome product. u should try it
";-;-;-;-
"it's very awesome product. bass and clarity is very nice. but the wire is thin.
";Positive;-;-;-
"awesome but wire quality is of low grade
";Positive;-;-;-
"best thing
";-;-;-;-
"good
";-;-;-;-
"amazing sound quality
";Neutral;-;-;-
"good for this price...????
";-;-;-;-
"sound quality good
";-;-;-;-
"good product . earphone cable is very delicate
";Positive;-;-;-
"worth the money. moved from sony to sennheiser, and not a bad decision.
";-;-;-;-
"clear sound quality good bass overall a good product to buy
";Positive;-;-;-
"very good sound quality. bass depends on your device capability and jack. original product.
";Positive;-;-;-
"the cable is very thin,
";-;-;-;-
"deep sound quality..... very good product.
";Positive;-;-;-
"if you are looking for ear-phones to listen to good songs & also to use it for speaking, this is the product to go for.kudos to amazon for in-time delivery by amazon.
";-;-;-;-
"this is very comfortable
";-;-;-;-
"worth every single rupee
";-;-;-;-
"like the sound detailing
";-;-;-;-
"bass quality is not good
";-;-;-;-
"best earphones in budget
";-;-;-;-
"nice , i like it
";-;-;-;-
"it's pretty good
";-;-;-;-
"great product ??
";Positive;-;-;-
"must buy product
";-;-;-;-
"sound quality is good.
";Positive;-;-;-
"thicker wires needed for durability
";-;-;-;-
"nice one
";-;-;-;-
"good one
";-;-;-;-
"superb bass, crystal clear sound i love this product
";Positive;-;-;-
"very good sound... highly rated....thanks amazon
";Positive;-;-;-
"enjoy complete music with these earphones, worth each penny spent on these, moreover they come with 2 years warranty.
";-;-;-;-
"well done sennheiser
";-;-;-;-
"excellent quality product very comfertable..clear voice and bass is just awesome no irritation in ear.worth at this price
";Negative;-;-;-
"truly appreciable....
";-;-;-;-
"it’s very good product, close your eyes and go for it
";Positive;-;-;-
"cloudtail excellent service about the sound quality of product amazing marvelous thumbs up to the cloudtail and speechless for sennheiser cx 275s .
";Neutral;-;Positive;-
"good
";-;-;-;-
"music lovers must buy it... but adapter cable not work ... how to replace it...
";-;-;-;-
"very good product i love it, sound quality is great.i ordered it twice..
";Neutral;-;-;-
"awesome earphone nice sound quality....fitting of the earphones is so impressive and the noise cancellation is above expectation.
";Positive;-;-;-
"it's great product , sound is very clearbeing a in-ear and adjustable in ears the background noise is as well very low!!!
";Neutral;-;-;-
"very best product..... awesome sound quality...soft and deep bass....and works properly in all devices.......
";Neutral;-;-;-
"very good product
";Positive;-;-;-
"suppar sound good product
";Positive;-;-;-
"sound quality is good but product quality is not very good. if mic is not a problem then buy sony mdr-xb30ex extra bass which is better in terms of bass and quality.
";Negative;-;-;-
"sound quality is great bass is superb
";Neutral;-;-;-
"nice product..soft sound
";Neutral;-;-;-
"awesome surround, bass is mid don't expect much.but crystal clarity.
";-;-;-;-
"good
";-;-;-;-
"nice product. worth money
";Positive;-;-;-
"base quality and mic is excellent
";-;-;-;-
"i like this.
";-;-;-;-
"excellent product . fully satisfied
";Positive;-;-;-
"as always sennheheiser is value for money. need a durable one. go for it
";-;-;-;-
"highly recommended earbuds
";Positive;-;-;-
"sound quality is awesome
";Positive;-;-;-
"you need to be careful with the wire. very thin, max 10 months
";-;-;-;-
"one of the best in this price range
";-;-;-;-
"awesome product
";Positive;-;-;-
"material quality no good
";-;-;-;-
"sound quality is great.
";Positive;-;-;-
"average
";-;-;-;-
"sound quality is best
";Neutral;-;-;-
"it's a good product in mid-range.
";Positive;-;-;-
"don't waste your time to read the reviews for this product it's sennheiser man just buy it and njoy it.
";-;-;-;-
"best in balanced sound
";Neutral;-;-;-
"worth every penny
";-;-;-;-
"sound quality is very good
";Neutral;-;-;-
"underrated against its price. one of the best builds and amazing sound quality
";Neutral;-;-;-
"satisfied with the quality.
";-;-;-;-
"value for money
";-;-;-;-
"the audio quality is brilliant. however the phone does not seem to accept calls and the mike does not work.\my phone model - samsung galaxy ace
";Positive;-;-;-
"nice sound quality
";Neutral;-;-;-
"audio quality low, mid,high all are good.. i would recommend this earphone. but i would like it if there is a noise canceling in microphone..
";Positive;-;-;-
"i like it.
";-;-;-;-
"loved this product. worth the price ! awesome quality of sound. it's a monster, best in class! highly recommended, you won't get disappointed.
";Positive;-;-;-
"ok product. cheap n best one
";Positive;-;-;-
"awesome
";-;-;-;-
"it's perfect.
";-;-;-;-
"sexy sound...must buy item.....great for price value
";Positive;-;-;-
"bass is quite good. treble may depend on your taste of music.
";-;-;-;-
"ordering it again because i lost first one. i wont go for any other product.
";-;-;-;-
"very good product and performance is high.
";Neutral;-;-;-
"incredible and amazing sound...
";Neutral;-;-;-
"the headphones is impressive and gives perfect audibility. the noise isolation is also good and gives clear sound also.
";Positive;-;-;-
"worth the cost. excellent product
";Positive;-;-;-
"very clear and worth the price...ll never regret
";-;-;-;-
"durability
";-;-;-;-
"the product is awesome
";-;-;-;-
"topical sennheiser....
";-;-;-;-
"great sound effects ..
";-;-;-;-
"it is good but product
";-;-;-;-
"best sound quality
";Neutral;-;-;-
"nice product..
";Positive;-;-;-
"kddddk product
";-;-;-;-
"need more bass
";-;-;-;-
"excellent product
";Positive;-;-;-
"supper
";-;-;-;-
"great earphones. crystal clear sound and amazing bass. mic works perfectly.
";Positive;-;-;-
"very nice experience so far. 10 on 10. i look forward for shopping more from amazon henceforth.
";-;-;-;-
"everything is perfect
";-;-;-;-
"excellent, crystal clear, sound qualitycords are way too thin.definitely not for travel. one careless move - and these are gone
";-;-;-;-
"awesome product. mids and lows are just fantastic. bass is upto the mark but could have been a little better . go for it..
";Positive;-;-;-
"one of d best earphone i ever had.....??
";Positive;-;-;-
"snug fit , great quality , the accessories that come with it just put a smile to your face.has pretty good sound attenuation and really good sound. a good buy.
";Positive;Positive;-;-
"good product
";Positive;-;-;-
"couldn't hear people talk while using this for music. must be awesome! sound quality's good too.
";Neutral;-;-;-
"really like it.crystal clear clarity
";-;-;-;-
"awesome product. best headphones under price of 2k.thanks amazon for early delivery
";Positive;-;-;Neutral
"one of the best headphone.bass is good .noise cancellation works very nicely.
";-;-;-;-
"awesome for bass lovers !!
";-;-;-;-
"good quality & comfort
";Positive;-;-;-
"best in class
";-;-;-;-
"excellent performance. quality sound. good bass.overall an excellent product. go for these is you are looking for a good quality sound.
";Positive;-;-;-
"i like every thing perfect ????
";-;-;-;-
"nice headphone... super sound... clear noise cancellation...
";Positive;-;-;-
"good product. go for it. very nice.sennheiser cx 275 s in -ear universal mobile headphone with mic (black)
";Neutral;-;-;-
"one of the best in-ear headphones
";-;-;-;-
"you can't get any better earphones under this price range.
";-;-;-;-
"excellent performance but not top class.
";Positive;-;-;-
"superb quality.
";-;-;-;-
"good one bur should have volume control in it.
";-;-;-;-
"just ok for this price point
";-;-;-;-
"it's long length
";-;-;-;-
"this is really good
";-;-;-;-
"simply awesome..
";-;-;-;-
"perfect at good price
";-;Positive;-;-
"amazing voice quality
";Positive;-;-;-
"sound quality is gud
";Neutral;-;-;-
"great earphones. the bass is tremendous. also the pouch given with the earphones are also excellent. overall it's a sennheiser product, so the build quality obviously is great.
";Neutral;-;-;-
"amazing sound quality and fits in my budget!
";Neutral;-;-;-
"nice product and timely delivered too thanks
";Positive;-;-;-
"not that loud
";-;-;-;-
"nice earphones
";-;-;-;-
"good sound quality
";Positive;-;-;-
"just recieved the product. excellent sound quality - voice and music. sufficient noise cancellation. it fits in your ears comfortably. i would rate it as a good buy.
";-;Positive;-;-
"the earphones as such are good, but delicate.
";-;-;-;-
"very good sound and comfortable
";Positive;-;-;-
"the quality of sound is undoubtedly great, looks very flimsy but is quite durable, i am a rough user. the only downside is that our doesn't have voice control.
";Positive;-;-;-
"superb, amazing
";-;-;-;-
"prompt communication from seller. perfect packing and shipping. about product absolutely loving it. will sure recommend to any beginner and i will definitely stick to sennheiser brand.
";-;-;-;Positive
"best earphone under rupees 2000.its base is very high and sound quality is very clear.
";Positive;-;-;-
"all time best??
";-;-;-;-
"good but bass not effective
";-;-;-;-
"i wouldn't say is excellent but it's pretty good
";-;-;-;-
"quality great
";-;-;-;-
"great sound quality ...and no pain in long time use
";Neutral;-;-;Neutral
"they are just about there but they still miss the mark in terms of sound output. they are just missing something... a bit more punch is needed in the sound. plus point is that sound cancellation is commendable.
";-;-;-;-
"super earphones.
";-;-;-;-
"good
";-;-;-;-
"amazing..
";-;-;-;-
"perfectly balanced sound... good for this price range just go for it
";Positive;-;-;-
"good sound quality
";Positive;-;-;-
"awesome earphone ...
";Positive;-;-;-
"worthy at this price
";-;-;-;-
"nice product
";Positive;-;-;-
"good product
";Positive;-;-;-
"overall good
";-;-;-;-
"good product
";Positive;-;-;-
"good product
";Positive;-;-;-
"good product
";Positive;-;-;-
"100% original product..best to buy.. excellent sound..more than apple headset..
";Positive;-;-;-
"must go for it
";-;-;-;-
"nice
";-;-;-;-
"skullcandy makes affordable quality products. i have had 5 different items during the course of last 3 years and not a single disappointment.pros:-• 5-6 hours of battery with 'highest' setting of volume, maybe more with a lower setting.• spare earbuds• comfortable fit. for those who think the band may cause uneasiness, trust me, you won't even feel the band on your neck, it is featherlight.cons:-• nonebrilliant bluetooth headset, highly recommend prospective buyers to invest in this quality product.
";Neutral;-;-;-
"the ones that i have are amazing , the charge lasts a over a day , longer than my phone's battery , connects almost instantly , stays put on your neck no hassles of falling off due to the rubber clip in front , never felt it heavy . the rubber is just perfect on your ears they dont hurt at all. yes you may have to clean them once in 2 to 3 days so they dont give you an ear infection (that s the case with any ear phone ) a device worth the buy , has lasted me over 5months now . i expect it to last longer .
";-;-;-;-
"amazing product, sound quality is good.the best part of the product is, it is compatible with both android and ios.perfectly fits around collar.feather light.go for black colour.
";Neutral;-;-;-
"been using this for more than 2 weeks now. love the product. comfortable to wear, clear sound quality and sufficient battery to last for 6 continuous hours of use. looks sturdy and sleek as well. product delivered as per schedule.
";Neutral;-;-;-
"i used it for about a week and found is very good bass and sound clarity. only bad part is that the comfort is lacking becouse of design of the earpiece and experiencing some breaks in music even while the mobile is in my pocket.
";-;-;-;-
"the bluetooth connectivity is really good catches up to quite a long range. the bass of the headphones is also gud i like a headphone with good bass. in all for a headphone it might be costly but it's worth it. the product is awesome both in luks and quality.
";Positive;-;-;-
"awesome.
";-;-;-;-
"best bluetooth. buy it blindly. service of skullcandy is very good .i found some problem in my bluetooth after 10 months of use then i sent to service center they give me a new one.
";-;-;Positive;-
"good brand, nice and crisp sound, value for money, i purchased on offer.
";Positive;-;-;-
"very good earphones with real noise cancellation. feels like speaking from a silent room when i am on my bike. helps me a lot in my busy schedule without any disturbance to the opposite party.
";-;-;-;-
"i bought this for 3300.pros: excellent sound quality, easy to connect, battery life is superb!cons: connectivity issues if you put your phone in pocket otherwise there are no issues with this one.
";Neutral;-;-;-
"these r really good...they r very light weight... u will never know if they r der r not around ur neck... sound quality is super... bass is good.. really like the product... and very prompt delivery by amazon... infact i got it earlier...
";Positive;-;-;Neutral
"the sound quality is great though with great external noise reduction. i'm not sure if this product really caused pain in my ears recently, since started using this. i had to be on calls for at least 4 hours a day.
";Neutral;-;-;-
"sound quality is great but noise is not completely cancelled. comfortable to use. battery life is also ok.
";Positive;-;-;-
"worth product !!!..value for money.material quality is good. fancy look. it is very good for both uses like listening all types music without degrading the quality as well as for calling. mic is super.
";Neutral;Positive;-;-
"excellent product. one can hear each nd evry instrument played in music.the best part of ths product is it does not give you any pain in ears even if listening for a long time.
";Positive;-;-;Neutral
"sound quality is awesome.. mic could be better.. you have speak louder.. and no active noise cancellation
";Positive;-;-;-
"bought this product in january 2017 and it is still going strong without any problems! have been using it daily. would definitely recommend this product!
";-;-;-;-
"good one.but battery life only 6hrs and sometimes it faces connecting issue if your phone is in your pocket
";-;-;-;-
"this is the best headphones one can buy under 3500 bucks. sound is great comfy for ears. battery life is good look is good. bass is good not so great but it's good.
";Neutral;-;-;-
"i got these headphones for rs. 3k! headphones are awesme! has deep bass and very nice sound! using it now fr 12 days! working great! even using it in gym and no sweating issue for these headphones!
";Positive;-;-;-
"i dislike the material of the product and battery last only 6 hrs. sound quality is mind blowing with surround but bass is not up to mark. cost is too high.
";Neutral;-;-;-
"worth the money that i paid.i would recommend this product for people who are looking for bluetooth headset to listen to music..
";-;-;-;-
"sound quality is good but product quality is not as good.
";Negative;-;-;-
"have used it in the gym for the past couple of months.it stays around your neck , no troubles.sound quality is ok, not as good as their wired counterparts but still decent enough
";Positive;-;-;-
"product is good, but it has battery backup problem,it switch off automatically when battery is 30%
";Neutral;-;-;-
"best bluetooth
";-;-;-;-
"nice
";-;-;-;-
"awesome headphones for songs but not that good for calling purpose but yes for music nothing can beat this... i am in love with my skull candy
";-;-;-;-
"i gifted this to somebody and they worked well. loved them. they worked with android and iphone.
";-;-;-;-
"having the biggest battery in any wireless earphones it is delivering only 3 hrs playback time
";Neutral;-;-;-
"nice base and good sound quality.
";Neutral;-;-;-
"good music quality...
";-;-;-;-
"sound quality is amazing bass and preety amazing sound
";Neutral;-;-;-
"it working perfectly... amazing product by skullcandy and from amazon. sound quality is excellent when compare to others b.set. i really love it.
";Positive;-;-;-
"veary comfortable to wear and awesome sound quality with powerful bass. totally satisfied with d product.
";Neutral;-;-;-
"excelent as expected
";-;-;-;-
"sound was good but there is a little disappointment to bass lovers
";Positive;-;-;-
"nice product with best bass and has quality sound..happy with it battery lasts for more than 6 hours back to back.
";Positive;-;-;-
"listening music watching movies etc
";-;-;-;-
"??
";-;-;-;-
"the product is overall awesome but do check it once u recieve it bcoz in my case the left earpiece is not working
";Positive;-;-;-
"liked it.
";-;-;-;-
"excellent sound clarity, perfect bass,... battery life is average.
";-;-;-;-
"gifted it my friend. sound quality is good. he loved it.
";Positive;-;-;-
"awesome device skullcandy guys looks awesome totaly light weight
";-;-;-;-
"nice one
";-;-;-;-
"touchwood no issues till now. using it since 6 months.
";-;-;-;-
"it is good product but could have been more better..
";Positive;-;-;-
"best in the segment, value for money,
";-;-;-;-
"great light weight product
";Neutral;-;-;-
"amazing sound quality ! good battery life! worth a buy
";Neutral;-;-;-
"fantastic product2 days backup
";-;-;-;-
"sounds cool
";-;-;-;-
"nice product & better battery life..
";Positive;-;-;-
"extremely worth the price...should buy it
";-;-;-;-
"sound quality awesome
";-;-;-;-
"easy to carry and best sound quality
";-;-;-;-
"very nice
";-;-;-;-
"awesome headphones the product is worth it..
";Positive;-;-;-
"its very good product. nice bass and battery backup is superb.
";Positive;-;-;-
"freaking awesome , flawless both comfort and sound wise.call me ill refund you if u dont like itlove these headphones
";-;-;-;-
"amazing
";-;-;-;-
"it's amazing. value for money.thank you for this.
";-;-;-;-
"ok
";-;-;-;-
"awesome
";-;-;-;-
"sound quality is very good
";Neutral;-;-;-
"nice product.
";Positive;-;-;-
"nice product
";Positive;-;-;-
"as expected, very good
";-;-;-;-
"could be more comfortable, doesn't rest properly on the neck.
";-;-;-;-
"take while to connect with bluetooth but no connective drop once paired
";-;-;-;-
"as expected. works very well.
";-;-;-;-
"good product at the best price.. it helps while driving bike.. bass sound is amazing
";Positive;Positive;-;-
"great sound quality
";Positive;-;-;-
"very good sound quality ,works with both windows 7 laptop and android phones
";Neutral;-;-;-
"excellent sound
";Positive;-;-;-
"good
";-;-;-;-
"good product! decent range.
";Positive;-;-;-
"great sound. convenient when exercising
";Positive;-;-;-
"nothing to bitch about this product .. :damazing shitzz
";-;-;-;-
"just go for them..... use the equilizer to get the magic.
";-;-;-;-
"behtareen
";-;-;-;-
"nice quality, worth money
";Positive;-;-;-
"works great!!
";-;-;-;-
"good
";-;-;-;-
"real good and convenient
";-;-;-;-
"very good it is very comfortable
";-;-;-;-
"cool earphones ... fits in nicely... excelent bass
";-;-;-;-
"grt product
";-;-;-;-
"good one
";-;-;-;-
"awesome
";-;-;-;-
"superb
";-;-;-;-
"sound quality very good
";-;-;-;-
"i have using this product for 4 days now.sound quality is as expected,no issue about it at all.battery back up is also good around 6 hrs, gets charge quickly.call communication is also loud & clear no prob at all.fits very well ..only thing is bluetooth range it works fine in same room or if phone is in direct sight. if any obstacles are there in between then only it drops connectivity.
";-;-;-;-
"good headphone for normal use, treble a little high but can be adjusted using equaliser. in the ear experience is awesome also over the experience is also very good. it has a little lesser range of bluetooth though, signal interupts over closed doors. output is not very loud but generally ok. most importantly being a sports range headphone it is not waterproof, mine got damaged due to sweating in gym. asked for replacement from ccare but no reply since 15 days.
";Neutral;-;-;-
"great productexcellent sound quality and mic is also quite clear for the receiver. i did see some comments around the range not being good, but i tested it in a range of approx 20 to 30 feets - through concrete walls are didn't find any issues.i do miss a mute function for the mic which would have made this more than perfect. i might be missing a trick here, but if anyone knows if there is a way to mute the mic without muting from the phone or laptop would be interested to know
";Positive;-;-;-
"valure for money, was a bit worried but the sound clarity turned out to be really good and very portable, i haven't used it for a long time so cant talk about that, but its overall a really good wireless earphones unlike the bulky one's in the market. go for it if ur tired of wire earphones.
";-;-;-;Neutral
"these are amazing earphones for the price. i have bose wired earphones, i was looking for wireless earphones for gym and these fit my ear just fine. love sound and bass. it's not bass heavy. still it's loud enough. one more thing if anything comes between source and these earphones music will break. i knew this before buying so not an issue for me.
";-;-;-;-
"treble and bass are great.. but clarity is not up to mark.. i pared it with a note 5 and the sound quality was not like a wired headphone like sony xtra bass or any other good skullcandy... overall satisfied because i have used a level u b4.. this is much better than that...!!
";Negative;-;-;-
"1.the sound quality is very good.2. normal bass3. good build quality4. battery stands for around 6-8 hours5. comfortable even for longer usage
";Neutral;-;-;-
"good one... but i cant able to pair it with my laptop. the device is not showing in the bluetooth list
";-;-;-;-
"very happy with the ear phones.worked well with my iphone and one plus 3t. has great battery life.the only negative is that after about 7 months of use the volume output of the left earbud has reduced a bithandles bass fairly well.
";Positive;-;-;-
"on time delivery, good quality headphones. these are water resistant, have been using for the past month during gym.
";Positive;-;-;-
"brilliant piece of hardware. awesome sound quality. only flaw is when its battery is low the speakers beep a sound to tell the user its low battery. thats irritating when ur listing to music. if ther is a way to stop that?
";Negative;-;-;-
"i bought this for my son and he is really loving it. one feedback from him: he wishes the ear plugs attach near the collar like his previous lg hbs 800 model.
";-;-;-;-
"very good sound very good condition products
";Positive;-;-;-
"good quality sound. build quality is good . compare to other headset this one is good
";Positive;-;-;-
"good one
";-;-;-;-
"the earphones have decent sound quality but looks really good.good for rookie music listeners.
";Neutral;-;-;-
"perfect
";-;-;-;-
"has a good bass,nice clarity,battery is good,range is about 15-20 ft,overall its great
";Positive;-;-;-
"good and fast delivery as expected
";-;-;-;Positive
"very gud product for workout.
";Neutral;-;-;-
"good working
";-;-;-;-
"very nice. i bought it for 3300. very worthable.
";-;-;-;-
"of course i am big fan of skullcandy but these are the best among all the others i own. sound is subpar the skullcandy. for those who tangle free music experience these are really good. all those bass lovers these are must to get.i love the neck band it has this blue led which gives really good effect for my workout videos.even in gym when surrounded by loud music these work flawlessly.pretty rough usable. battery is good i was able to use upto 8hours without hearing that annoying beep.all in all for the amount the product is best.
";Neutral;-;-;-
